Local time in Kalimpong,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
11.04.2018 08:30,16.2,,,,92,Wind blowing from the south-east,3,,,70 – 80%., ,,,13.0,,,,300-600,,,1.0,14.9,,,,,,
10.04.2018 17:30,18.0,,,,95,Wind blowing from the south-east,5,,,50%., ,,,,,,,300-600,,,4.0,17.1,,,,,,
10.04.2018 08:30,17.2,,,,98,Wind blowing from the north-west,2,,,70 – 80%., ,,,13.0,,,,300-600,,,1.0,16.9,,,,,,
09.04.2018 17:30,19.4,,,,82,Wind blowing from the south-east,5,,,70 – 80%., ,,,,22.5,,,300-600,,,10.0,16.2,,,,,,
09.04.2018 08:30,16.4,,,,96,Wind blowing from the north-west,5,,,70 – 80%., ,,,13.0,,,,300-600,,,4.0,15.7,,,,,,
08.04.2018 17:30,18.4,,,,87,Wind blowing from the south-east,5,,,50%., ,,,,,,,300-600,,,4.0,16.2,,,,,,
08.04.2018 08:30,17.0,,,,84,Wind blowing from the north-west,5,,,50%., ,,,13.0,,,,300-600,,,10.0,14.3,,,,,,
07.04.2018 17:30,19.0,,,,85,Wind blowing from the south-east,5,,,50%., ,,,,,,,300-600,,,10.0,16.4,,,,,,
07.04.2018 08:30,17.4,,,,86,Wind blowing from the north-west,3,,,50%., ,,,13.0,,,,300-600,,,10.0,15.1,,,,,,
06.04.2018 17:30,20.2,,,,72,Wind blowing from the south-east,5,,,50%., ,,,,23.5,,,300-600,,,10.0,15.0,,,,,,
06.04.2018 08:30,17.2,,,,74,Wind blowing from the north-west,5,,,40%., ,,,12.5,,,,300-600,,,10.0,12.4,,,,,,
05.04.2018 17:30,20.0,,,,74,Wind blowing from the south-east,5,,,50%., ,,,,23.0,,,300-600,,,10.0,15.1,,,,,,
05.04.2018 08:30,18.0,,,,70,Wind blowing from the north-west,5,,,50%., ,,,12.5,,,,300-600,,,10.0,12.5,,,,,,
04.04.2018 17:30,20.2,,,,69,Wind blowing from the south-east,5,,,70 – 80%., ,,,,24.5,,,300-600,,,4.0,14.3,,,,,,
04.04.2018 08:30,16.0,,,,80,Wind blowing from the north-west,4,,,70 – 80%., ,,,12.5,,,,300-600,,,4.0,12.5,,,,,,
03.04.2018 17:30,21.4,,,,59,Wind blowing from the north-west,5,,,50%., ,,,,26.0,,,300-600,,,10.0,13.0,,,,,,
03.04.2018 08:30,18.4,,,,61,Wind blowing from the north-west,5,,,40%., ,,,12.5,,,,300-600,,,10.0,10.6,,,,,,
02.04.2018 08:30,17.0,,,,72,Wind blowing from the north-west,5,,,50%., ,,,12.0,,,,300-600,,,10.0,11.8,,,,,,
01.04.2018 17:30,17.0,,,,72,Wind blowing from the south-east,3,,,50%., ,,,,20.0,,,300-600,,,10.0,11.8,,,,,,
31.03.2018 17:30,17.4,,,,65,Wind blowing from the north-west,3,,,50%., ,,,,,,,300-600,,,10.0,10.6,,,,,,
31.03.2018 08:30,16.4,,,,76,Wind blowing from the south-east,5,,,40%., ,,,12.0,,,,300-600,,,10.0,12.2,,,,,,
30.03.2018 17:30,16.4,,,,76,Wind blowing from the south-east,2,,,50%., ,,,,,,,300-600,,,10.0,12.2,,,,,,
30.03.2018 08:30,17.4,,,,81,Wind blowing from the north-west,5,,,70 – 80%., ,,,12.5,,,,300-600,,,4.0,14.1,,,,,,
29.03.2018 17:30,18.0,,,,67,Wind blowing from the north-west,1,,,70 – 80%., ,,,,22.0,,,300-600,,,10.0,11.8,,,,,,
29.03.2018 08:30,18.0,,,,81,Wind blowing from the north-west,5,,,50%., ,,,12.0,,,,300-600,,,4.0,14.7,,,,,,
28.03.2018 17:30,19.6,,,,70,Wind blowing from the south-east,5,,,70 – 80%., ,,,,24.0,,,300-600,,,4.0,14.0,,,,,,
27.03.2018 17:30,18.0,,,,76,Wind blowing from the south-east,5,,,50%., ,,,,22.0,,,300-600,,,4.0,13.6,,,,,,
27.03.2018 08:30,15.4,,,,72,Wind blowing from the north-west,5,,,40%., ,,,11.5,,,,300-600,,,10.0,10.3,,,,,,
26.03.2018 17:30,21.0,,,,54,Wind blowing from the south-east,5,,,70 – 80%., ,,,,24.0,,,300-600,,,4.0,11.3,,,,,,
26.03.2018 08:30,18.0,,,,72,Wind blowing from the north-west,2,,,40%., ,,,12.5,,,,300-600,,,10.0,12.9,,,,,,
25.03.2018 17:30,20.0,,,,82,Wind blowing from the south-east,5,,,50%., ,,,,24.0,,,300-600,,,10.0,16.8,,,,,,
24.03.2018 08:30,18.4,,,,69,Wind blowing from the north-west,5,,,40%., ,,,12.0,,,,300-600,,,10.0,12.6,,,,,,
23.03.2018 17:30,19.0,,,,83,Wind blowing from the south-east,5,,,70 – 80%., ,,,,22.5,,,300-600,,,4.0,16.1,,,,,,
23.03.2018 08:30,15.6,,,,74,Wind blowing from the north-west,5,,,50%., ,,,12.0,,,,300-600,,,10.0,11.0,,,,,,
22.03.2018 17:30,20.4,,,,59,Wind blowing from the south-east,5,,,70 – 80%., ,,,,23.5,,,300-600,,,4.0,12.2,,,,,,
22.03.2018 08:30,18.0,,,,76,Wind blowing from the north-west,1,,,50%., ,,,11.5,,,,300-600,,,2.0,13.6,,,,,,
21.03.2018 17:30,20.2,,,,64,Wind blowing from the south-east,2,,,70 – 80%., ,,,,22.5,,,300-600,,,4.0,13.2,,,,,,
20.03.2018 17:30,19.0,,,,68,Wind blowing from the south-east,4,,,50%., ,,,,22.0,,,300-600,,,4.0,12.9,,,,,,
20.03.2018 08:30,16.2,,,,69,Wind blowing from the north-west,5,,,40%., ,,,11.0,,,,300-600,,,4.0,10.5,,,,,,
19.03.2018 17:30,18.4,,,,66,Wind blowing from the south-east,5,,,50%., ,,,,23.0,,,300-600,,,10.0,11.8,,,,,,
19.03.2018 08:30,15.2,,,,68,Wind blowing from the north-west,5,,,40%., ,,,11.0,,,,300-600,,,10.0,9.3,,,,,,
18.03.2018 17:30,20.0,,,,69,Wind blowing from the south-east,5,,,50%., ,,,,24.0,,,300-600,,,4.0,14.0,,,,,,
18.03.2018 08:30,15.0,,,,64,Wind blowing from the north-west,2,,,40%., ,,,10.5,,,,300-600,,,10.0,8.2,,,,,,
17.03.2018 17:30,20.6,,,,77,Wind blowing from the south-east,5,,,50%., ,,,,23.0,,,300-600,,,10.0,16.5,,,,,,
17.03.2018 08:30,18.0,,,,81,Wind blowing from the north-west,5,,,50%., ,,,11.0,,,,300-600,,,10.0,14.7,,,,,,
16.03.2018 17:30,20.4,,,,52,Wind blowing from the south-east,5,,,50%., ,,,,24.0,,,300-600,,,10.0,10.2,,,,,,
16.03.2018 08:30,17.0,,,,88,Wind blowing from the south-east,1,,,50%., ,,,10.5,,,,300-600,,,4.0,15.0,,,,,,
15.03.2018 17:30,18.4,,,,74,Wind blowing from the south-east,3,,,50%., ,,,,21.0,,,300-600,,,4.0,13.7,,,,,,
15.03.2018 08:30,16.4,,,,78,Wind blowing from the north-west,5,,,50%., ,,,10.0,,,,300-600,,,4.0,12.6,,,,,,
14.03.2018 17:30,18.4,,,,69,Wind blowing from the south-east,3,,,50%., ,,,,21.5,,,300-600,,,10.0,12.6,,,,,,
14.03.2018 08:30,16.0,,,,76,Wind blowing from the south-east,5,,,40%., ,,,10.0,,,,300-600,,,10.0,11.8,,,,,,
13.03.2018 17:30,17.4,,,,68,Wind blowing from the south-east,3,,,50%., ,,,,23.0,,,300-600,,,10.0,11.4,,,,,,
13.03.2018 08:30,12.4,,,,87,Wind blowing from the north-west,5,,,50%., ,,,10.0,,,,300-600,,,20.0,10.2,,,,,,
12.03.2018 17:30,13.0,,,,93,Wind blowing from the north-west,4,,,"90  or more, but not 100%", ,,,,,,,300-600,,,2.0,11.9,,,,,,
12.03.2018 08:30,13.2,,,,89,Wind blowing from the north-west,2,,,70 – 80%., ,,,11.5,,,,300-600,,,4.0,11.4,,,,,,
11.03.2018 17:30,16.4,,,,86,Wind blowing from the south-east,5,,,70 – 80%., ,,,,20.0,,,300-600,,,4.0,14.1,,,,,,
11.03.2018 08:30,14.0,,,,90,Wind blowing from the north-west,5,,,70 – 80%., ,,,11.0,,,,300-600,,,4.0,12.3,,,,,,
10.03.2018 17:30,20.4,,,,58,Wind blowing from the south-east,5,,,50%., ,,,,20.4,,,300-600,,,10.0,11.8,,,,,,
10.03.2018 08:30,14.2,,,,83,Wind blowing from the north-west,5,,,70 – 80%., ,,,11.0,,,,300-600,,,10.0,11.3,,,,,,
09.03.2018 17:30,19.2,,,,60,Wind blowing from the south-east,3,,,70 – 80%., ,,,,22.0,,,300-600,,,10.0,11.2,,,,,,
09.03.2018 08:30,15.4,,,,72,Wind blowing from the north-west,2,,,50%., ,,,11.0,,,,300-600,,,10.0,10.3,,,,,,
08.03.2018 17:30,19.0,,,,75,Wind blowing from the south-east,5,,,50%., ,,,,22.0,,,300-600,,,10.0,14.4,,,,,,
08.03.2018 08:30,15.2,,,,78,Wind blowing from the north-west,2,,,40%., ,,,11.1,,,,300-600,,,10.0,11.3,,,,,,
07.03.2018 17:30,17.8,,,,65,Wind blowing from the south-east,5,,,50%., ,,,,21.0,,,300-600,,,10.0,11.1,,,,,,
07.03.2018 08:30,14.6,,,,85,Wind blowing from the north-west,1,,,40%., ,,,11.0,,,,300-600,,,10.0,12.1,,,,,,
06.03.2018 17:30,17.0,,,,59,Wind blowing from the north-west,5,,,50%., ,,,,,,,300-600,,,10.0,8.9,,,,,,
06.03.2018 08:30,16.2,,,,84,Wind blowing from the south-east,5,,,50%., ,,,10.5,,,,300-600,,,10.0,13.5,,,,,,
05.03.2018 17:30,17.2,,,,83,Wind blowing from the south-east,5,,,50%., ,,,,,,,300-600,,,10.0,14.2,,,,,,
05.03.2018 08:30,15.4,,,,92,Wind blowing from the south-east,5,,,70 – 80%., ,,,10.0,,,,300-600,,,4.0,14.1,,,,,,
04.03.2018 17:30,18.0,,,,90,Wind blowing from the south-east,5,,,50%., ,,,,,,,300-600,,,10.0,16.4,,,,,,
04.03.2018 08:30,17.0,,,,92,Wind blowing from the south-east,1,,,50%., ,,,10.0,,,,300-600,,,4.0,15.7,,,,,,
03.03.2018 17:30,15.0,,,,70,Wind blowing from the south-east,5,,,50%., ,,,,,,,300-600,,,10.0,9.5,,,,,,
03.03.2018 08:30,13.4,,,,78,Wind blowing from the north-west,2,,,20–30%., ,,,10.0,,,,300-600,,,20.0,9.7,,,,,,
02.03.2018 17:30,17.0,,,,90,Wind blowing from the south-east,5,,,70 – 80%., ,,,,,,,300-600,,,4.0,15.4,,,,,,
02.03.2018 08:30,16.0,,,,90,Wind blowing from the south-east,1,,,70 – 80%., ,,,10.0,,,,300-600,,,2.0,14.3,,,,,,
28.02.2018 17:30,17.2,,,,70,Wind blowing from the south-east,5,,,50%., ,,,,20.5,,,300-600,,,10.0,11.6,,,,,,
28.02.2018 08:30,15.2,,,,81,Wind blowing from the south-east,2,,,70 – 80%., ,,,10.0,,,,300-600,,,4.0,12.0,,,,,,
27.02.2018 17:30,15.4,,,,81,Wind blowing from the south-east,5,,,50%., ,,,,18.5,,,300-600,,,4.0,12.1,,,,,,
27.02.2018 08:30,13.4,,,,94,Wind blowing from the south-east,2,,,70 – 80%., ,,,9.5,,,,300-600,,,2.0,12.5,,,,,,
26.02.2018 17:30,14.8,,,,90,Wind blowing from the south-east,5,,,50%., ,,,,,,,300-600,,,4.0,13.1,,,,,,
26.02.2018 08:30,14.0,,,,85,Wind blowing from the north-west,5,,,70 – 80%., ,,,9.5,,,,300-600,,,2.0,11.5,,,,,,
25.02.2018 17:30,17.0,,,,81,Wind blowing from the south-east,5,,,50%., ,,,,20.0,,,300-600,,,10.0,13.6,,,,,,
24.02.2018 17:30,16.0,,,,65,Wind blowing from the south-east,4,,,50%., ,,,,18.5,,,300-600,,,4.0,9.4,,,,,,
24.02.2018 08:30,12.4,,,,73,Wind blowing from the north-west,5,,,40%., ,,,9.0,,,,300-600,,,10.0,7.7,,,,,,
23.02.2018 17:30,16.0,,,,61,Wind blowing from the north-west,1,,,70 – 80%., ,,,,18.0,,,300-600,,,4.0,8.5,,,,,,
23.02.2018 08:30,12.0,,,,77,Wind blowing from the north-west,5,,,70 – 80%., ,,,8.5,,,,300-600,,,4.0,8.1,,,,,,
22.02.2018 17:30,16.0,,,,76,Wind blowing from the south-east,5,,,70 – 80%., ,,,,18.5,,,300-600,,,4.0,11.8,,,,,,
22.02.2018 08:30,14.0,,,,83,Wind blowing from the north-west,5,,,50%., ,,,8.0,,,,300-600,,,4.0,11.1,,,,,,
21.02.2018 17:30,16.0,,,,67,Wind blowing from the south-east,3,,,70 – 80%., ,,,,18.5,,,300-600,,,4.0,9.8,,,,,,
21.02.2018 08:30,13.2,,,,83,Wind blowing from the north-west,1,,,50%., ,,,8.0,,,,300-600,,,4.0,10.3,,,,,,
20.02.2018 17:30,15.8,,,,72,Wind blowing from the south-east,5,,,70 – 80%., ,,,,18.0,,,300-600,,,4.0,10.8,,,,,,
20.02.2018 08:30,12.2,,,,80,Wind blowing from the north-west,3,,,70 – 80%., ,,,7.5,,,,300-600,,,4.0,8.8,,,,,,
19.02.2018 17:30,15.0,,,,74,Wind blowing from the south-east,5,,,70 – 80%., ,,,,17.5,,,300-600,,,2.0,10.3,,,,,,
19.02.2018 08:30,13.0,,,,89,Wind blowing from the south-east,1,,,70 – 80%., ,,,7.0,,,,300-600,,,2.0,11.2,,,,,,
18.02.2018 17:30,15.4,,,,86,Wind blowing from the south-east,5,,,50%., ,,,,,,,300-600,,,10.0,13.0,,,,,,
18.02.2018 08:30,14.0,,,,85,Wind blowing from the north-west,1,,,50%., ,,,7.0,,,,300-600,,,10.0,11.5,,,,,,
17.02.2018 17:30,15.8,,,,76,Wind blowing from the south-east,5,,,70 – 80%., ,,,,18.0,,,300-600,,,10.0,11.6,,,,,,
17.02.2018 08:30,13.0,,,,84,Wind blowing from the north-west,2,,,70 – 80%., ,,,7.0,,,,300-600,,,4.0,10.4,,,,,,
16.02.2018 17:30,14.8,,,,76,Wind blowing from the south-east,5,,,50%., ,,,,18.5,,,300-600,,,10.0,10.5,,,,,,
16.02.2018 08:30,11.4,,,,84,Wind blowing from the north-west,5,,,20–30%., ,,,7.5,,,,300-600,,,10.0,8.7,,,,,,
15.02.2018 17:30,15.0,,,,74,Wind blowing from the south-east,5,,,50%., ,,,,17.5,,,300-600,,,10.0,10.3,,,,,,
15.02.2018 08:30,11.0,,,,77,Wind blowing from the north-west,1,,,20–30%., ,,,7.5,,,,300-600,,,20.0,7.0,,,,,,
14.02.2018 17:30,16.4,,,,64,Wind blowing from the south-east,5,,,50%., ,,,,20.5,,,300-600,,,10.0,9.5,,,,,,
14.02.2018 08:30,13.0,,,,72,,,,,70 – 80%., ,,,8.5,,,,300-600,,,10.0,8.0,,,,,,
13.02.2018 17:30,16.0,,,,61,Wind blowing from the south-east,5,,,50%., ,,,,20.0,,,300-600,,,10.0,8.5,,,,,,
12.02.2018 17:30,16.0,,,,49,Wind blowing from the south-east,5,,,70 – 80%., ,,,,18.5,,,300-600,,,10.0,5.3,,,,,,
11.02.2018 17:30,13.0,,,,84,Wind blowing from the south-east,5,,,50%., ,,,,16.0,,,300-600,,,4.0,10.4,,,,,,
10.02.2018 08:30,10.0,,,,90,Wind blowing from the north-west,5,,,50%., ,,,7.5,,,,300-600,,,10.0,8.4,,,,,,
09.02.2018 17:30,12.8,,,,82,Wind blowing from the south-east,5,,,70 – 80%., ,,,,15.5,,,300-600,,,2.0,9.8,,,,,,
08.02.2018 17:30,13.4,,,,89,Wind blowing from the south-east,5,,,70 – 80%., ,,,,16.0,,,300-600,,,1.0,11.6,,,,,,
07.02.2018 17:30,13.2,,,,89,Wind blowing from the south-east,2,,,70 – 80%., ,,,,,,,300-600,,,2.0,11.4,,,,,,
07.02.2018 08:30,12.4,,,,89,Wind blowing from the north-west,4,,,50%., ,,,7.5,,,,300-600,,,4.0,10.6,,,,,,
06.02.2018 17:30,13.0,,,,83,Wind blowing from the south-east,5,,,70 – 80%., ,,,,14.5,,,300-600,,,2.0,10.1,,,,,,
06.02.2018 08:30,11.4,,,,96,Wind blowing from the north-west,2,,,70 – 80%., ,,,7.0,,,,300-600,,,2.0,10.7,,,,,,
05.02.2018 17:30,13.0,,,,93,Wind blowing from the south-east,5,,,70 – 80%., ,,,,15.5,,,300-600,,,1.0,11.9,,,,,,
05.02.2018 08:30,12.0,,,,93,Wind blowing from the north-west,1,,,70 – 80%., ,,,7.0,,,,300-600,,,2.0,10.9,,,,,,
04.02.2018 17:30,14.4,,,,88,Wind blowing from the south-east,5,,,60%., ,,,,16.0,,,300-600,,,2.0,12.5,,,,,,
04.02.2018 08:30,12.2,,,,80,Wind blowing from the north-west,2,,,50%., ,,,7.0,,,,300-600,,,4.0,8.8,,,,,,
03.02.2018 17:30,14.4,,,,77,Wind blowing from the south-east,5,,,70 – 80%., ,,,,16.0,,,300-600,,,2.0,10.4,,,,,,
03.02.2018 08:30,12.0,,,,84,Wind blowing from the north-west,2,,,70 – 80%., ,,,7.0,,,,300-600,,,2.0,9.4,,,,,,
02.02.2018 17:30,13.4,,,,78,Wind blowing from the south-east,5,,,70 – 80%., ,,,,17.5,,,300-600,,,1.0,9.7,,,,,,
02.02.2018 08:30,11.4,,,,77,Wind blowing from the north-west,5,,,50%., ,,,7.0,,,,300-600,,,4.0,7.5,,,,,,
01.02.2018 17:30,14.0,,,,71,Wind blowing from the south-east,5,,,50%., ,,,,17.0,,,300-600,,,4.0,8.7,,,,,,
01.02.2018 08:30,9.0,,,,80,Wind blowing from the north-west,5,,,50%., ,,,6.5,,,,300-600,,,4.0,5.7,,,,,,
31.01.2018 17:30,12.0,,,,77,Wind blowing from the north-west,5,,,70 – 80%., ,,,,14.0,,,300-600,,,1.0,8.1,,,,,,
31.01.2018 08:30,10.0,,,,93,Wind blowing from the north-west,1,,,70 – 80%., ,,,6.5,,,,300-600,,,1.0,8.9,,,,,,
30.01.2018 17:30,11.4,,,,84,Wind blowing from the south-east,5,,,50%., ,,,,15.0,,,300-600,,,4.0,8.7,,,,,,
30.01.2018 08:30,9.0,,,,82,Wind blowing from the north-west,5,,,50%., ,,,6.5,,,,300-600,,,10.0,6.1,,,,,,
29.01.2018 17:30,10.4,,,,84,Wind blowing from the south-east,5,,,50%., ,,,,14.5,,,300-600,,,10.0,7.7,,,,,,
29.01.2018 08:30,8.4,,,,77,Wind blowing from the north-west,1,,,40%., ,,,6.0,,,,300-600,,,10.0,4.6,,,,,,
28.01.2018 17:30,14.0,,,,63,Wind blowing from the south-east,5,,,50%., ,,,,14.0,,,300-600,,,10.0,7.0,,,,,,
28.01.2018 08:30,10.0,,,,76,Wind blowing from the north-west,4,,,50%., ,,,6.0,,,,300-600,,,10.0,5.9,,,,,,
27.01.2018 17:30,12.4,,,,73,Wind blowing from the south-east,3,,,50%., ,,,,15.0,,,300-600,,,4.0,7.7,,,,,,
26.01.2018 17:30,14.0,,,,63,Wind blowing from the south-east,5,,,50%., ,,,,16.0,,,300-600,,,10.0,7.0,,,,,,
26.01.2018 08:30,10.2,,,,76,Wind blowing from the north-west,2,,,40%., ,,,7.0,,,,300-600,,,10.0,6.1,,,,,,
25.01.2018 17:30,12.2,,,,71,Wind blowing from the south-east,5,,,50%., ,,,,16.0,,,300-600,,,10.0,7.1,,,,,,
25.01.2018 08:30,8.4,,,,87,Wind blowing from the north-west,5,,,40%., ,,,6.5,,,,300-600,,,10.0,6.3,,,,,,
24.01.2018 17:30,12.4,,,,78,Wind blowing from the south-east,5,,,50%., ,,,,,,,300-600,,,10.0,8.6,,,,,,
24.01.2018 08:30,12.0,,,,80,Wind blowing from the north-west,5,,,50%., ,,,9.5,,,,300-600,,,10.0,8.6,,,,,,
23.01.2018 08:30,12.6,,,,80,Wind blowing from the north-west,5,,,40%., ,,,9.5,,,,300-600,,,10.0,9.2,,,,,,
22.01.2018 08:30,12.2,,,,69,Wind blowing from the north-west,5,,,40%., ,,,9.5,,,,300-600,,,10.0,6.6,,,,,,
21.01.2018 17:30,14.0,,,,79,Wind blowing from the south-east,5,,,50%., ,,,,18.0,,,300-600,,,10.0,10.4,,,,,,
21.01.2018 08:30,12.0,,,,80,Wind blowing from the north-west,1,,,50%., ,,,10.0,,,,300-600,,,10.0,8.6,,,,,,
20.01.2018 17:30,14.0,,,,79,Wind blowing from the south-east,5,,,50%., ,,,,16.0,,,300-600,,,10.0,10.4,,,,,,
20.01.2018 08:30,12.4,,,,67,Wind blowing from the north-west,5,,,50%., ,,,9.5,,,,300-600,,,10.0,6.4,,,,,,
19.01.2018 17:30,15.0,,,,60,Wind blowing from the south-east,5,,,50%., ,,,,18.0,,,300-600,,,20.0,7.3,,,,,,
19.01.2018 08:30,11.6,,,,67,Wind blowing from the north-west,2,,,20–30%., ,,,8.0,,,,300-600,,,20.0,5.7,,,,,,
18.01.2018 17:30,14.0,,,,63,Wind blowing from the south-east,5,,,40%., ,,,,18.0,,,300-600,,,20.0,7.0,,,,,,
17.01.2018 08:30,11.0,,,,77,Wind blowing from the north-west,1,,,20–30%., ,,,7.5,,,,300-600,,,20.0,7.0,,,,,,
16.01.2018 17:30,14.0,,,,75,Wind blowing from the south-east,5,,,50%., ,,,,17.5,,,300-600,,,10.0,9.6,,,,,,
16.01.2018 08:30,9.4,,,,83,Wind blowing from the north-west,2,,,40%., ,,,7.0,,,,300-600,,,20.0,6.6,,,,,,
15.01.2018 17:30,12.4,,,,67,Wind blowing from the south-east,5,,,50%., ,,,,,,,300-600,,,10.0,6.4,,,,,,
15.01.2018 08:30,11.0,,,,72,Wind blowing from the north-west,5,,,20–30%., ,,,7.0,,,,300-600,,,20.0,6.1,,,,,,
14.01.2018 17:30,13.4,,,,64,Wind blowing from the south-east,5,,,70 – 80%., ,,,,17.0,,,300-600,,,10.0,6.7,,,,,,
14.01.2018 08:30,11.0,,,,72,Wind blowing from the north-west,1,,,70 – 80%., ,,,7.0,,,,300-600,,,10.0,6.1,,,,,,
13.01.2018 17:30,16.4,,,,59,Wind blowing from the south-east,5,,,50%., ,,,,17.0,,,300-600,,,20.0,8.2,,,,,,
13.01.2018 08:30,12.0,,,,63,Wind blowing from the north-west,1,,,20–30%., ,,,6.5,,,,300-600,,,20.0,5.0,,,,,,
12.01.2018 17:30,16.0,,,,49,Wind blowing from the south-east,5,,,40%., ,,,,16.0,,,300-600,,,20.0,5.3,,,,,,
12.01.2018 08:30,10.4,,,,72,Wind blowing from the north-west,1,,,20–30%., ,,,6.5,,,,300-600,,,20.0,5.5,,,,,,
11.01.2018 17:30,12.0,,,,58,Wind blowing from the south-east,5,,,40%., ,,,,15.5,,,"2500 or more, or no clouds.",,,20.0,4.0,,,,,,
11.01.2018 08:30,8.4,,,,75,Wind blowing from the north-west,5,,,20–30%., ,,,6.0,,,,300-600,,,20.0,4.1,,,,,,
10.01.2018 17:30,10.0,,,,74,Wind blowing from the south-east,4,,,40%., ,,,,15.0,,,300-600,,,10.0,5.5,,,,,,
10.01.2018 08:30,8.0,,,,69,Wind blowing from the north-west,5,,,20–30%., ,,,6.0,,,,300-600,,,20.0,2.6,,,,,,
09.01.2018 17:30,21.0,,,,29,Wind blowing from the south-east,2,,,50%., ,,,,21.0,,,300-600,,,20.0,2.4,,,,,,
09.01.2018 08:30,7.4,,,,68,Wind blowing from the north-west,2,,,20–30%., ,,,5.5,,,,300-600,,,20.0,1.9,,,,,,
08.01.2018 17:30,10.8,,,,52,Wind blowing from the south-east,5,,,40%., ,,,,13.5,,,300-600,,,10.0,1.3,,,,,,
08.01.2018 08:30,7.4,,,,61,Wind blowing from the north-west,2,,,20–30%., ,,,5.0,,,,300-600,,,10.0,0.3,,,,,,
07.01.2018 17:30,10.0,,,,64,Wind blowing from the south-east,5,,,50%., ,,,,13.0,,,300-600,,,20.0,3.5,,,,,,
06.01.2018 17:30,11.4,,,,66,Wind blowing from the south-east,5,,,50%., ,,,,15.0,,,300-600,,,10.0,5.2,,,,,,
06.01.2018 08:30,9.4,,,,73,Wind blowing from the north-west,5,,,20–30%., ,,,7.0,,,,300-600,,,20.0,4.8,,,,,,
05.01.2018 17:30,12.2,,,,69,Wind blowing from the south-east,5,,,50%., ,,,,16.5,,,300-600,,,10.0,6.6,,,,,,
05.01.2018 08:30,10.4,,,,76,Wind blowing from the north-west,5,,,20–30%., ,,,8.0,,,,300-600,,,10.0,6.4,,,,,,
04.01.2018 17:30,11.8,,,,75,Wind blowing from the south-east,5,,,50%., ,,,,,,,300-600,,,10.0,7.5,,,,,,
04.01.2018 08:30,10.0,,,,69,Wind blowing from the north-west,5,,,20–30%., ,,,8.0,,,,300-600,,,20.0,4.5,,,,,,
03.01.2018 17:30,12.8,,,,80,Wind blowing from the south-east,5,,,40%., ,,,,17.0,,,300-600,,,20.0,9.4,,,,,,
03.01.2018 08:30,9.8,,,,71,Wind blowing from the north-west,5,,,20–30%., ,,,8.5,,,,300-600,,,20.0,4.8,,,,,,
02.01.2018 17:30,14.6,,,,54,Wind blowing from the south-east,2,,,40%., ,,,,18.0,,,300-600,,,20.0,5.4,,,,,,
02.01.2018 08:30,10.0,,,,71,Wind blowing from the north-west,5,,,20–30%., ,,,8.0,,,,300-600,,,20.0,5.0,,,,,,
01.01.2018 17:30,13.4,,,,68,Wind blowing from the south-east,5,,,50%., ,,,,16.0,,,300-600,,,20.0,7.6,,,,,,
01.01.2018 08:30,10.4,,,,,Wind blowing from the north-west,2,,,50%., ,,,8.5,,,,300-600,,,20.0,,,,,,,
31.12.2017 17:30,14.0,,,,52,Wind blowing from the east-southeast,5,,,40%., ,,,,17.0,,,300-600,,,20.0,4.1,,,,,,
31.12.2017 08:30,11.0,,,,61,Wind blowing from the north-west,2,,,20–30%., ,,,9.0,,,,300-600,,,20.0,3.8,,,,,,
30.12.2017 17:30,14.4,,,,50,Wind blowing from the south-east,5,,,40%., ,,,,18.0,,,300-600,,,20.0,4.1,,,,,,
30.12.2017 08:30,11.2,,,,59,Wind blowing from the north-west,2,,,20–30%., ,,,8.5,,,,300-600,,,20.0,3.5,,,,,,
29.12.2017 17:30,15.2,,,,52,Wind blowing from the south-east,2,,,50%., ,,,,18.5,,,300-600,,,20.0,5.2,,,,,,
29.12.2017 08:30,11.4,,,,68,Wind blowing from the north-west,5,,,20–30%., ,,,9.0,,,,300-600,,,20.0,5.7,,,,,,
28.12.2017 17:30,14.4,,,,79,Wind blowing from the south-east,5,,,50%., ,,,,18.0,,,300-600,,,4.0,10.8,,,,,,
28.12.2017 08:30,12.2,,,,54,Wind blowing from the north-west,2,,,20–30%., ,,,9.5,,,,300-600,,,20.0,3.2,,,,,,
27.12.2017 17:30,15.2,,,,62,Wind blowing from the south-east,5,,,40%., ,,,,20.0,,,300-600,,,20.0,8.0,,,,,,
27.12.2017 08:30,12.4,,,,57,Wind blowing from the north-west,2,,,20–30%., ,,,9.5,,,,300-600,,,20.0,4.0,,,,,,
26.12.2017 17:30,16.0,,,,67,Wind blowing from the south-east,5,,,20–30%., ,,,,19.0,,,300-600,,,20.0,9.8,,,,,,
26.12.2017 08:30,12.0,,,,69,Wind blowing from the north-west,2,,,20–30%., ,,,9.5,,,,300-600,,,20.0,6.4,,,,,,
25.12.2017 17:30,13.6,,,,83,Wind blowing from the south-east,5,,,50%., ,,,,18.0,,,300-600,,,10.0,10.7,,,,,,
24.12.2017 17:30,13.0,,,,93,Wind blowing from the south-east,5,,,50%., ,,,,,,,300-600,,,10.0,11.9,,,,,,
24.12.2017 08:30,12.2,,,,93,Wind blowing from the north-west,1,,,40%., ,,,10.0,,,,300-600,,,10.0,11.1,,,,,,
