Local time in Ghorai,T,Po,P,Pa,U,DD,Ff,N,Tn,Tx,Nh,H,VV,Td,RRR,tR
24.05.2016 05:45,21.8,696.9,751.9,,78,"Calm, no wind",0,70 – 80%.,,,,600-1000,6,17.8,,
23.05.2016 17:45,27.4,694.6,749.7,-1.8,57,"Calm, no wind",0,50%.,,29.5,20–30%.,300-600,10,18.1,7,9
23.05.2016 14:45,26.2,696.4,751.4,-4.5,58,Wind blowing from the south,2,100%.,,,"90  or more, but not 100%",600-1000,8,17.3,,
23.05.2016 11:45,19.8,700.9,755.6,4.1,90,Wind blowing from the west,2,100%.,,,"90  or more, but not 100%",300-600,6,18.1,,
23.05.2016 08:45,27.2,696.8,751.5,0.7,73,Wind blowing from the south,2,70 – 80%.,24.5,,70 – 80%.,300-600,15,21.9,No precipitation,24
23.05.2016 05:45,25.2,696.1,750.9,,78,"Calm, no wind",0,50%.,,,50%.,600-1000,6,21,,
22.05.2016 17:45,30.2,694,748.8,-0.1,64,Wind blowing from the south-east,2,70 – 80%.,,33,70 – 80%.,300-600,10,22.6,No precipitation,9
22.05.2016 14:45,31.8,694.1,749.2,-1.6,57,Wind blowing from the south,2,50%.,,,50%.,300-600,10,22.4,,
22.05.2016 11:45,30.2,695.7,750.7,-0.6,60,Wind blowing from the south,2,40%.,,,20–30%.,600-1000,10,21.7,,
22.05.2016 08:45,26,696.3,751.3,1.4,72,Wind blowing from the east,1,50%.,23,,50%.,300-600,15,20.5,No precipitation,24
22.05.2016 05:45,23.4,694.9,750.4,,85,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,6,20.8,,
21.05.2016 17:45,27.8,694.1,749.5,-1.4,70,Wind blowing from the east-southeast,2,20–30%.,,30.8,20–30%.,600-1000,10,21.8,No precipitation,9
21.05.2016 14:45,30,695.5,751,-0.6,59,Wind blowing from the south,2,20–30%.,,,20–30%.,600-1000,10,21.1,,
21.05.2016 11:45,28.6,696.1,751.3,7.7,66,Wind blowing from the east-southeast,2,20–30%.,,,20–30%.,600-1000,10,21.6,,
21.05.2016 08:45,25,688.4,751.1,-6.2,70,Wind blowing from the west,1,60%.,19,,60%.,300-600,10,19.1,24,24
21.05.2016 05:45,21,694.6,749.4,,82,Wind blowing from the east,1,50%.,,,50%.,300-600,6,17.8,,
20.05.2016 17:45,29.6,694,748.9,-1.5,61,Wind blowing from the east-southeast,2,70 – 80%.,,32.6,50%.,300-600,10,21.4,0.6,9
20.05.2016 14:45,29.2,695.5,750.3,-1.4,62,Wind blowing from the east,2,70 – 80%.,,,60%.,300-600,8,21.2,,
20.05.2016 11:45,31.2,696.9,751.3,,56,Wind blowing from the south,2,20–30%.,,,20–30%.,600-1000,10,21.5,,
20.05.2016 05:45,24.6,697,751.5,,70,"Calm, no wind",0,20–30%.,,,20–30%.,600-1000,6,18.7,,
19.05.2016 14:45,34.2,696.7,751.1,-0.9,49,Wind blowing from the east,2,20–30%.,,,20–30%.,600-1000,10,22,,
19.05.2016 11:45,34,697.6,752,-0.2,46,Wind blowing from the south,2,20–30%.,,,20–30%.,600-1000,10,20.7,,
19.05.2016 08:45,30,697.8,752.2,0.7,53,"Calm, no wind",0,no clouds,24,,,,15,19.3,No precipitation,24
19.05.2016 05:45,24.6,697.1,751.6,,76,Wind blowing from the east-northeast,1,no clouds,,,,,8,20.1,,
18.05.2016 17:45,33.4,695.3,749.8,-0.5,37,Wind blowing from the east-southeast,2,40%.,,36.6,"10%  or less, but not 0",600-1000,10,17,No precipitation,9
18.05.2016 14:45,35.4,695.8,750.2,-0.6,34,Wind blowing from the east,2,no clouds,,,,,10,17.3,,
18.05.2016 11:45,34.2,696.4,750.7,-0.5,36,Wind blowing from the east-southeast,2,no clouds,,,,,10,17.1,,
18.05.2016 08:45,29.2,696.9,751.2,0.9,55,Wind blowing from the south,1,no clouds,24,,,,15,19.1,No precipitation,24
18.05.2016 05:45,25,696,750.3,,56,"Calm, no wind",0,no clouds,,,,,6,15.5,,
17.05.2016 17:45,35.4,701.3,748.1,6.2,28,Wind blowing from the west,3,"10%  or less, but not 0",,37.6,"10%  or less, but not 0",600-1000,10,14.2,No precipitation,9
17.05.2016 14:45,37,695.1,749.5,-1.1,35,Wind blowing from the west-southwest,2,20–30%.,,,20–30%.,600-1000,10,19,,
17.05.2016 11:45,34.8,696.2,750.7,-0.8,35,Wind blowing from the north,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,17,,
17.05.2016 08:45,29.2,697,751.5,0.9,55,Wind blowing from the south,1,no clouds,22.5,,,,15,19.1,No precipitation,24
17.05.2016 05:45,23.2,696.1,750.6,,58,"Calm, no wind",0,no clouds,,,,,6,14.4,,
16.05.2016 17:45,34.8,695.3,749.8,-1.6,24,Wind blowing from the west,3,no clouds,,36.8,,,10,11.5,No precipitation,9
16.05.2016 14:45,36,696.9,751.6,-0.9,33,Wind blowing from the south-east,3,20–30%.,,,20–30%.,600-1000,10,17.2,,
16.05.2016 11:45,32.4,697.8,752.5,-0.4,57,Wind blowing from the south,2,20–30%.,,,20–30%.,600-1000,10,22.7,,
16.05.2016 08:45,29,698.2,752.8,0.8,68,Wind blowing from the south,1,no clouds,23,,,,15,22.6,No precipitation,24
16.05.2016 05:45,23.4,697.4,752.1,,82,"Calm, no wind",0,no clouds,,,,,6,20.1,,
15.05.2016 17:45,23.2,697.6,752.2,-1,79,Wind blowing from the south,2,"10%  or less, but not 0",,35,"10%  or less, but not 0",600-1000,10,19.3,No precipitation,9
15.05.2016 14:45,34.4,698.6,753.3,-1.4,48,Wind blowing from the south,2,20–30%.,,,20–30%.,600-1000,10,22,,
15.05.2016 11:45,30.4,700,754.7,-0.1,61,Wind blowing from the east,2,20–30%.,,,20–30%.,600-1000,10,22,,
15.05.2016 08:45,26.4,700.1,754.8,1,74,Wind blowing from the east,1,no clouds,23,,,,15,21.4,No precipitation,24
15.05.2016 05:45,23,699.1,753.9,,90,"Calm, no wind",0,no clouds,,,,,6,21.2,,
14.05.2016 17:45,39.2,697.8,752.6,-0.7,36,Wind blowing from the south-southeast,10,"10%  or less, but not 0",,34.5,"10%  or less, but not 0",600-1000,10,21.6,No precipitation,3
14.05.2016 14:45,33.6,698.5,753.4,-1.2,48,Wind blowing from the west,2,20–30%.,,,20–30%.,600-1000,10,21,,
14.05.2016 11:45,30.8,699.7,754.6,0.2,59,Wind blowing from the east-southeast,2,20–30%.,,,20–30%.,600-1000,10,21.9,,
14.05.2016 08:45,27,699.5,754.3,1,72,Wind blowing from the east,1,20–30%.,22,,20–30%.,300-600,15,21.6,No precipitation,24
14.05.2016 05:45,22,698.5,753.9,,91,Wind blowing from the north,1,20–30%.,,,20–30%.,300-600,10,20.5,,
13.05.2016 17:45,31,696.9,752.3,,56,Wind blowing from the east-southeast,2,50%.,,33,50%.,600-1000,10,21.2,No precipitation,9
11.05.2016 17:45,29.8,698.7,753.7,-0.7,46,"Calm, no wind",0,70 – 80%.,,33.4,50%.,600-1000,10,17.1,No precipitation,9
11.05.2016 14:45,32.8,699.4,754.6,-3.3,42,Wind blowing from the south,2,20–30%.,,,20–30%.,600-1000,10,18.3,,
11.05.2016 11:45,28.4,702.7,758.3,0.7,54,Wind blowing from the west,2,50%.,,,40%.,300-600,10,18.2,,
11.05.2016 08:45,26.6,702,757.6,0.8,62,Wind blowing from the east,1,20–30%.,20,,20–30%.,300-600,15,18.6,15,24
11.05.2016 05:45,20.6,701.2,756.5,,86,"Calm, no wind",0,40%.,,,40%.,300-600,6,18.1,,
10.05.2016 17:45,26.8,699.7,754.9,-2.1,55,Wind blowing from the north-northeast,2,"90  or more, but not 100%",,34.8,70 – 80%.,300-600,10,17.1,15,9
10.05.2016 14:45,20.4,701.8,757,-0.3,97,Wind blowing from the north,2,100%.,,,,300-600,8,19.9,,
10.05.2016 11:45,33.4,702.1,757.4,0,46,Wind blowing from the south,2,20–30%.,,,20–30%.,600-1000,10,20.4,,
10.05.2016 08:45,29.8,702.1,757.3,0.3,52,Wind blowing from the south,1,no clouds,23.5,,,,15,19,No precipitation,24
10.05.2016 05:45,23.6,701.8,756.8,,69,Wind blowing from the north-east,1,no clouds,,,,,8,17.6,,
09.05.2016 17:45,32.4,699.3,754.3,-1.7,43,Wind blowing from the west,2,no clouds,,34.5,,,10,18.4,No precipitation,9
09.05.2016 14:45,33.4,701,756.1,-1.1,41,Wind blowing from the south,2,20–30%.,,,20–30%.,600-1000,15,18.6,,
09.05.2016 11:45,30.8,702.1,757.9,,50,Wind blowing from the south-east,2,20–30%.,,,20–30%.,600-1000,15,19.1,,
09.05.2016 05:45,20.4,701.4,756.8,,88,Wind blowing from the east,1,40%.,,,40%.,300-600,8,18.3,,
08.05.2016 17:45,29.4,700.3,755.8,-0.7,50,Wind blowing from the south-east,2,20–30%.,,31,,"2500 or more, or no clouds.",10,18,No precipitation,9
08.05.2016 14:45,30.4,701,756.4,-1.6,48,Wind blowing from the west,2,no clouds,,,,,10,18.1,,
08.05.2016 11:45,26.6,702.6,758.4,-0.7,67,Wind blowing from the south,2,50%.,,,50%.,300-600,8,20,,
08.05.2016 08:45,19.2,703.3,759.1,0.8,92,Wind blowing from the west,1,100%.,18.4,,"90  or more, but not 100%",300-600,10,17.9,28,24
08.05.2016 05:45,18.6,702.5,757.6,,96,Wind blowing from the east,2,100%.,,,"90  or more, but not 100%",300-600,6,18,,
07.05.2016 17:45,19.4,701.1,756.1,1.1,89,Wind blowing from the north,3,100%.,,34,"90  or more, but not 100%",300-600,6,17.5,19,9
07.05.2016 14:45,24.2,700,755.1,-0.5,62,Wind blowing from the north,3,100%.,,,"90  or more, but not 100%",300-600,6,16.4,,
07.05.2016 11:45,32,700.5,755.5,-0.2,38,Wind blowing from the east,2,20–30%.,,,20–30%.,600-1000,10,15.9,,
07.05.2016 08:45,26.5,700.7,755.8,0.7,49,Wind blowing from the east,1,no clouds,20,,,,6,15,No precipitation,24
07.05.2016 05:45,20.6,700,754.8,,74,"Calm, no wind",0,"10%  or less, but not 0",,,,"2500 or more, or no clouds.",8,15.7,,
06.05.2016 17:45,31.6,698.8,753.7,-0.6,33,Wind blowing from the west,3,40%.,,34.6,40%.,300-600,10,13.5,No precipitation,9
06.05.2016 14:45,33,699.4,754.6,,31,Wind blowing from the west,2,20–30%.,,,20–30%.,600-1000,10,13.6,,
06.05.2016 11:45,30.6,,757.4,,46,Wind blowing from the north,2,40%.,,,20–30%.,600-1000,10,17.6,,
06.05.2016 08:45,24.2,702.4,758.2,1.9,68,Wind blowing from the west,1,50%.,19.5,,50%.,600-1000,15,17.8,Trace of precipitation,24
06.05.2016 05:45,20,700.5,755.7,,80,"Calm, no wind",0,20–30%.,,,20–30%.,600-1000,8,16.4,,
05.05.2016 17:45,29.2,700,755.2,-1.3,46,Wind blowing from the south-southeast,2,20–30%.,,32.1,"10%  or less, but not 0",300-600,10,16.4,Trace of precipitation,9
05.05.2016 14:45,29.2,701.3,756.7,-1.1,40,Wind blowing from the north,2,50%.,,,40%.,300-600,10,14.4,,
05.05.2016 11:45,28.8,702.4,758.8,-1.1,44,Wind blowing from the east-southeast,2,50%.,,,40%.,300-600,10,15.4,,
05.05.2016 08:45,22,703.5,759.9,2.7,76,Wind blowing from the west,1,60%.,19.5,,60%.,600-1000,15,17.5,16,24
05.05.2016 05:45,20,700.8,756.2,,81,Wind blowing from the east,1,60%.,,,60%.,600-1000,8,16.7,,
04.05.2016 17:45,25.2,699.7,755.1,,67,"Calm, no wind",0,60%.,,27,70 – 80%.,300-600,10,18.6,16,9
04.05.2016 14:45,23.2,699.9,755.3,,72,Wind blowing from the east-northeast,2,60%.,,,50%.,300-600,8,17.8,,
04.05.2016 08:45,26,701.3,756.6,1.9,62,Wind blowing from the north,4,100%.,23.5,,"90  or more, but not 100%",300-600,10,18.1,No precipitation,24
04.05.2016 05:45,25,699.4,754.2,,,Wind blowing from the east,1,60%.,,,60%.,600-1000,8,,,
03.05.2016 17:45,31.6,698.5,753.4,-0.4,42,Wind blowing from the south,2,70 – 80%.,,34.8,,"2500 or more, or no clouds.",10,17,No precipitation,9
03.05.2016 14:45,34.4,698.9,753.7,,37,Wind blowing from the south,2,no clouds,,,,,10,17.9,,
03.05.2016 08:45,26,700.7,755.4,0.9,62,Wind blowing from the east,1,20–30%.,22.5,,20–30%.,600-1000,15,18.1,No precipitation,24
03.05.2016 05:45,23,699.8,754.6,,74,Wind blowing from the south,1,20–30%.,,,20–30%.,600-1000,8,18.2,,
02.05.2016 17:45,31,698.5,753.4,0,45,Wind blowing from the south-east,2,no clouds,,34.7,,,10,17.6,No precipitation,9
02.05.2016 14:45,34,698.5,753.3,-0.8,36,Wind blowing from the south,2,50%.,,,50%.,300-600,10,16.8,,
02.05.2016 11:45,32.8,699.3,754,-0.1,35,Wind blowing from the east-southeast,21,50%.,,,50%.,300-600,10,15.4,,
02.05.2016 08:45,27.2,699.4,754,1.3,40,Wind blowing from the south,1,60%.,21.5,,60%.,600-1000,15,12.4,No precipitation,24
02.05.2016 05:45,22,698.1,752.9,,49,Wind blowing from the east,1,20–30%.,,,20–30%.,600-1000,8,10.8,,
01.05.2016 17:45,33.8,696.8,751.6,-0.3,21,Wind blowing from the west-southwest,2,50%.,,36.8,,"2500 or more, or no clouds.",8,8.6,No precipitation,9
01.05.2016 14:45,36.2,697.1,751.9,-1,17,Wind blowing from the west,1,50%.,,,50%.,600-1000,10,7.3,,
01.05.2016 11:45,33.6,698.1,752.8,-0.5,21,Wind blowing from the east,2,50%.,,,50%.,300-600,10,8.6,,
01.05.2016 08:45,25.2,698.6,753.3,0.9,35,Wind blowing from the south,1,60%.,20,,60%.,600-1000,15,8.5,No precipitation,24
01.05.2016 05:45,20,697.7,752.2,,42,"Calm, no wind",0,no clouds,,,,,8,6.5,,
30.04.2016 17:45,33.6,698,752.5,-0.2,14,Wind blowing from the west,2,"10%  or less, but not 0",,37.9,"10%  or less, but not 0",600-1000,10,2.4,No precipitation,9
30.04.2016 14:45,37.2,698.2,752.8,-1,10,Wind blowing from the west,2,20–30%.,,,20–30%.,600-1000,10,1.4,,
30.04.2016 11:45,37.2,699.2,753.7,-0.4,13,Wind blowing from the west,2,no clouds,,,,,10,4.7,,
30.04.2016 08:45,30.4,699.6,754,0.9,27,Wind blowing from the east,1,no clouds,21.5,,,,15,9.1,No precipitation,24
30.04.2016 05:45,22.2,698.7,753.5,,33,Wind blowing from the east,1,no clouds,,,,,8,5.3,,
29.04.2016 17:45,34.6,698.5,753.3,0,12,Wind blowing from the west,3,no clouds,,38,,,10,1.6,No precipitation,9
29.04.2016 14:45,37.4,698.5,753.3,-0.8,12,Wind blowing from the west-southwest,2,no clouds,,,,,10,3.1,,
29.04.2016 11:45,36.2,699.3,754.1,0.2,16,Wind blowing from the south-east,2,no clouds,,,,,15,6.7,,
29.04.2016 08:45,28.2,699.1,753.9,,26,"Calm, no wind",0,no clouds,18.5,,,,15,6.8,No precipitation,24
28.04.2016 17:45,34.2,697.9,752.4,0.2,14,Wind blowing from the south-east,3,no clouds,,38.4,,,10,2.8,No precipitation,9
28.04.2016 14:45,37.8,697.7,752.2,-1.1,10,Wind blowing from the west,2,no clouds,,,,,10,1.1,,
28.04.2016 11:45,36.6,698.8,753.2,-0.1,15,Wind blowing from the south,2,no clouds,,,,,10,5.7,,
28.04.2016 08:45,30.2,698.9,753.4,0.5,26,Wind blowing from the east,1,no clouds,21.4,,,,15,8.6,No precipitation,24
28.04.2016 05:45,23,698.4,752.8,,27,"Calm, no wind",0,no clouds,,,,,6,3,,
27.04.2016 17:45,34.6,,752.8,,15,Wind blowing from the west,3,no clouds,,38.9,,,10,4,No precipitation,9
27.04.2016 14:45,38,698.3,752.8,-1.3,10,Wind blowing from the west,2,no clouds,,,,,10,1.1,,
27.04.2016 11:45,36.2,699.6,754.3,-0.5,18,Wind blowing from the west,2,"10%  or less, but not 0",,,,"2500 or more, or no clouds.",10,8,,
27.04.2016 08:45,7,700.1,754.8,0.7,,Wind blowing from the south-southwest,1,"10%  or less, but not 0",20.5,,"10%  or less, but not 0",600-1000,15,,No precipitation,24
27.04.2016 05:45,21,699.4,754.2,,42,"Calm, no wind",0,"10%  or less, but not 0",,,,"2500 or more, or no clouds.",6,7.4,,
26.04.2016 17:45,33.6,699.4,754.2,0,16,Wind blowing from the west,2,70 – 80%.,,38,,"2500 or more, or no clouds.",8,4.7,No precipitation,9
26.04.2016 14:45,37,699.4,754.3,-0.6,12,Wind blowing from the west-southwest,2,50%.,,,40%.,300-600,10,3.5,,
26.04.2016 11:45,0,700,754.9,,77,Wind blowing from the west,2,"10%  or less, but not 0",,,,"2500 or more, or no clouds.",10,-3.6,,
25.04.2016 14:45,35.8,697.1,751.9,-0.7,13,Wind blowing from the west,2,no clouds,,,,,10,3.4,,
25.04.2016 11:45,34.2,697.8,752.8,0.3,17,Wind blowing from the north-west,2,no clouds,,,,,10,5.8,,
25.04.2016 08:45,26.4,697.5,752.5,1,35,Wind blowing from the south,1,20–30%.,18.5,,,"2500 or more, or no clouds.",15,9.5,No precipitation,24
25.04.2016 05:45,19,696.5,751.6,,40,"Calm, no wind",0,"10%  or less, but not 0",,,,"2500 or more, or no clouds.",6,5,,
24.04.2016 17:45,31.4,694.6,749.7,-0.4,12,Wind blowing from the west,3,no clouds,,35.2,,,10,-1.6,No precipitation,9
24.04.2016 14:45,34,695,750.1,-0.6,10,Wind blowing from the west,3,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,-1.6,,
24.04.2016 11:45,33.4,695.6,750.4,-0.5,13,Wind blowing from the south,2,no clouds,,,,,10,1.1,,
24.04.2016 08:45,26.4,696.1,751,1.2,33,Wind blowing from the west,1,20–30%.,18.8,,,"2500 or more, or no clouds.",15,9,No precipitation,24
24.04.2016 05:45,19.2,694.9,749.4,,49,"Calm, no wind",0,"10%  or less, but not 0",,,,100-200,2,8.3,,
23.04.2016 17:45,32.8,694.2,748.6,-0.2,16,Wind blowing from the west-southwest,3,no clouds,,37.7,,,10,3.9,Trace of precipitation,9
23.04.2016 14:45,36.2,694.4,748.9,-1.1,15,Wind blowing from the south,2,20–30%.,,,20–30%.,600-1000,10,5.3,,
23.04.2016 11:45,35.8,695.5,749.9,0,13,Wind blowing from the west,2,20–30%.,,,20–30%.,600-1000,10,3.6,,
23.04.2016 08:45,30,695.5,,0.8,33,Wind blowing from the south,1,no clouds,22.5,,,,15,11.9,No precipitation,24
23.04.2016 05:45,25.2,694.7,749.4,,45,"Calm, no wind",0,50%.,,,20–30%.,"2500 or more, or no clouds.",6,12.4,,
22.04.2016 17:45,34.2,694.5,749.2,-1,19,Wind blowing from the west-northwest,4,"10%  or less, but not 0",,37.8,,"2500 or more, or no clouds.",10,7.1,No precipitation,9
22.04.2016 14:45,36,695.5,750.2,-1.2,13,Wind blowing from the west,3,50%.,,,20–30%.,600-1000,10,3.4,,
22.04.2016 11:45,35.4,696.7,751.3,0.3,18,Wind blowing from the west,2,no clouds,,,,,10,7.8,,
22.04.2016 08:45,28,696.4,751,0.9,34,Wind blowing from the west,1,20–30%.,21,,,"2500 or more, or no clouds.",15,10.8,No precipitation,24
22.04.2016 05:45,21.2,695.5,750.2,,43,"Calm, no wind",0,"10%  or less, but not 0",,,,"2500 or more, or no clouds.",6,8.2,,
21.04.2016 17:45,33.6,695.8,750.4,-0.2,22,Wind blowing from the west,3,no clouds,,36.7,,,10,9.2,No precipitation,9
21.04.2016 14:45,36.2,696,750.4,-0.7,22,Wind blowing from the west,3,no clouds,,,,,10,11.4,,
21.04.2016 11:45,35.2,696.7,751,-0.4,24,Wind blowing from the south,2,no clouds,,,,,10,11.6,,
21.04.2016 08:45,30.2,697.1,751.4,0.4,36,"Calm, no wind",0,no clouds,23,,,,15,13.6,No precipitation,24
21.04.2016 05:45,22.8,696.7,751,,48,"Calm, no wind",0,"10%  or less, but not 0",,,,"2500 or more, or no clouds.",6,11.2,,
20.04.2016 17:45,35,697.6,751.9,-0.3,20,Wind blowing from the west-southwest,3,50%.,,39.2,40%.,300-600,10,8.7,No precipitation,9
20.04.2016 14:45,38,697.9,752.2,-1.2,14,Wind blowing from the west,3,20–30%.,,,20–30%.,600-1000,15,6.6,,
20.04.2016 11:45,37.2,699.1,753.5,-0.6,26,Wind blowing from the west,3,20–30%.,,,,"2500 or more, or no clouds.",10,14.6,,
20.04.2016 08:45,30,699.7,754.1,1.1,39,Wind blowing from the west,1,20–30%.,22.4,,,"2500 or more, or no clouds.",15,14.6,No precipitation,24
20.04.2016 05:45,22.4,698.6,753.3,,59,"Calm, no wind",0,"10%  or less, but not 0",,,,"2500 or more, or no clouds.",6,14,,
19.04.2016 17:45,33.4,698.2,752.8,-0.4,27,Wind blowing from the west,3,50%.,,37.4,40%.,300-600,8,12,No precipitation,9
19.04.2016 14:45,34.8,698.6,753.3,-1.3,26,Wind blowing from the west,3,40%.,,,40%.,"2500 or more, or no clouds.",8,12.5,,
19.04.2016 11:45,34.6,699.9,754.7,-0.4,26,Wind blowing from the west,2,20–30%.,,,,"2500 or more, or no clouds.",10,12.5,,
19.04.2016 08:45,28,700.3,755.1,1.1,38,"Calm, no wind",0,no clouds,21.4,,,,15,12.2,No precipitation,24
19.04.2016 05:45,21.8,699.2,754,,50,"Calm, no wind",0,"10%  or less, but not 0",,,,"2500 or more, or no clouds.",6,10.8,,
18.04.2016 17:45,32,698.2,753.1,-0.6,44,Wind blowing from the west-northwest,2,50%.,,34.8,50%.,300-600,10,18.1,No precipitation,9
18.04.2016 14:45,33.8,698.8,753.6,-1.4,43,Wind blowing from the west,2,20–30%.,,,20–30%.,600-1000,10,19.6,,
18.04.2016 11:45,31.2,700.2,755,-0.1,52,Wind blowing from the south,1,20–30%.,,,20–30%.,600-1000,10,20.3,,
18.04.2016 08:45,26,700.3,755.2,1.1,74,Wind blowing from the south,1,"10%  or less, but not 0",21.5,,"10%  or less, but not 0",600-1000,15,20.9,No precipitation,24
18.04.2016 05:45,21.8,699.2,754,,85,"Calm, no wind",0,"10%  or less, but not 0",,,,"2500 or more, or no clouds.",6,19.2,,
17.04.2016 17:45,32,697.9,752.7,0.2,47,Wind blowing from the east-southeast,2,40%.,,35.2,,"2500 or more, or no clouds.",10,19.3,No precipitation,9
17.04.2016 14:45,33.6,697.7,752.5,-0.7,46,Wind blowing from the west,2,40%.,,,40%.,300-600,10,20.3,,
17.04.2016 11:45,30.8,698.4,753.1,-0.8,54,Wind blowing from the south,2,20–30%.,,,20–30%.,300-600,10,20.4,,
17.04.2016 08:45,26.6,699.2,753.9,1.6,66,Wind blowing from the south,1,60%.,22.5,,60%.,600-1000,15,19.6,No precipitation,24
17.04.2016 05:45,22.8,697.6,752.4,,54,"Calm, no wind",0,no clouds,,,,,6,13,,
16.04.2016 17:45,33.2,696.7,751.5,-0.6,27,Wind blowing from the west,4,no clouds,,36,,,10,11.5,No precipitation,9
16.04.2016 14:45,35.4,697.3,752.1,-1.6,31,Wind blowing from the west,3,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,15.6,,
16.04.2016 11:45,33.4,698.9,753.6,-0.3,38,Wind blowing from the south-southeast,2,40%.,,,,"2500 or more, or no clouds.",10,17.4,,
16.04.2016 08:45,27.4,699.2,753.9,0.7,48,Wind blowing from the east-southeast,1,20–30%.,21,,,"2500 or more, or no clouds.",15,15.4,No precipitation,24
16.04.2016 05:45,21.6,698.5,753.3,,55,"Calm, no wind",0,"10%  or less, but not 0",,,,"2500 or more, or no clouds.",6,12.1,,
15.04.2016 17:45,33.6,697.8,752.6,0.1,23,Wind blowing from the west,2,50%.,,37.4,,"2500 or more, or no clouds.",10,9.7,No precipitation,9
15.04.2016 14:45,36.8,697.7,752.5,,17,Wind blowing from the south,2,no clouds,,,,,10,7.7,,
15.04.2016 08:45,25,699.4,754.5,1.2,42,Wind blowing from the south,1,"10%  or less, but not 0",19,,"10%  or less, but not 0",600-1000,15,11.2,No precipitation,24
15.04.2016 05:45,19.4,698.2,753.3,,55,"Calm, no wind",0,"10%  or less, but not 0",,,,"2500 or more, or no clouds.",6,10.2,,
14.04.2016 17:45,32.2,696.8,751.9,-0.2,22,Wind blowing from the west,3,no clouds,,35.7,,,10,8.1,No precipitation,9
14.04.2016 14:45,34.6,697,752.1,-0.9,18,Wind blowing from the south-southwest,1,no clouds,,,,,10,6.8,,
14.04.2016 11:45,33.2,697.9,753,0.1,25,Wind blowing from the west-northwest,2,no clouds,,,,,10,10.5,,
14.04.2016 08:45,25.8,697.8,752.8,-1.5,41,Wind blowing from the south,1,no clouds,19.2,,,,15,11.7,No precipitation,24
14.04.2016 05:45,19.8,699.3,754.5,,48,"Calm, no wind",0,no clouds,,,,,6,8.5,,
13.04.2016 17:45,31.4,695.1,750.3,-0.4,21,Wind blowing from the west,3,no clouds,,34.2,,,10,6.2,No precipitation,9
13.04.2016 14:45,33.4,695.5,750.7,-0.9,24,Wind blowing from the west,2,no clouds,,,,,10,9.9,,
13.04.2016 11:45,32.2,696.4,751.6,-0.3,30,Wind blowing from the west-southwest,1,no clouds,,,,,10,12.4,,
13.04.2016 08:45,26.4,696.7,751.9,0,41,Wind blowing from the west,1,no clouds,19.5,,,,15,11.9,No precipitation,24
13.04.2016 05:45,19.6,696.7,751.9,,59,"Calm, no wind",0,no clouds,,,,,6,11.3,,
12.04.2016 14:45,32.2,697.3,752.5,,26,Wind blowing from the west,2,no clouds,,,,,10,10.4,,
11.04.2016 17:45,33.2,698.5,753.1,0.2,15,Wind blowing from the west,3,no clouds,,37.6,,,10,2.8,No precipitation,9
11.04.2016 14:45,36.6,698.3,753,-1.4,13,Wind blowing from the west,3,no clouds,,,,,10,4.3,,
11.04.2016 11:45,35.8,699.7,754.3,-0.4,12,Wind blowing from the west,2,no clouds,,,,,10,1.7,,
11.04.2016 08:45,28.4,700.1,754.8,0.6,32,Wind blowing from the south,1,no clouds,21,,,,15,10.1,No precipitation,24
11.04.2016 05:45,21.6,699.5,754.6,,72,"Calm, no wind",0,"10%  or less, but not 0",,,,"2500 or more, or no clouds.",6,16.4,,
10.04.2016 17:45,33,698.9,754,0.1,15,Wind blowing from the west,3,50%.,,37.2,,"2500 or more, or no clouds.",15,3.2,No precipitation,9
10.04.2016 14:45,36.4,698.8,753.8,,12,Wind blowing from the south,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,15,2.2,,
10.04.2016 08:45,25.2,701.1,756.7,0.3,35,Wind blowing from the south,1,"10%  or less, but not 0",17.5,,,"2500 or more, or no clouds.",15,8.5,No precipitation,24
10.04.2016 05:45,18.2,700.8,755.8,,55,"Calm, no wind",0,no clouds,,,,,6,8.9,,
09.04.2016 14:45,36,700,755,-0.9,12,Wind blowing from the south,2,no clouds,,,,,15,2.6,,
09.04.2016 11:45,34.8,700.9,756.6,-0.3,33,Wind blowing from the west,2,no clouds,,,,,15,16.2,,
09.04.2016 08:45,28,701.2,756.9,1.2,30,Wind blowing from the east-northeast,1,no clouds,17.5,,,,15,8.8,No precipitation,24
09.04.2016 05:45,17.8,700,755.2,,56,"Calm, no wind",0,no clouds,,,,,6,8.8,,
08.04.2016 17:45,31.4,700.1,755.3,-0.2,19,Wind blowing from the west,3,no clouds,,36,,,15,4.9,No precipitation,9
08.04.2016 14:45,34.2,700.3,755.5,-1.5,14,Wind blowing from the west,2,no clouds,,,,,15,2.8,,
08.04.2016 11:45,33.4,701.8,757.6,-0.2,15,Wind blowing from the south,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,15,3.6,,
08.04.2016 08:45,26,702,757.8,1.1,36,Wind blowing from the south,1,no clouds,16.5,,,,15,9.8,Trace of precipitation,24
08.04.2016 05:45,16.8,700.9,756,,64,"Calm, no wind",0,no clouds,,,,,6,9.8,,
